category,full_name,age,face_symmetry,face_width,face_height,eye_color,hair_color,facial_id
Cluster4,Rodolfo Keebler II,38,1,199.60200095083565,273.74834404326975,#4e4428,#dddd32,hC4UdyiTbs
Cluster5,Chris Dach,48,1,108.39943451574072,237.56242454983294,#7faf6e,#68e4b8,t0csbJWWrd
Cluster1,Carrie Buckridge Sr.,41,1,172.82277983613312,257.46056674979627,#29de8c,#6cca9b,V7NkhLJy8U
Cluster2,Natasha Kulas,2,1,219.08921451540664,203.18296998739243,#d98c6c,#1d619e,RK0VpqCMqb
Cluster3,Lonnie Prohaska,61,1,122.89011219982058,180.69769591093063,#2293e4,#f261ba,Lx8s9xn62d
Cluster4,Eleanor Welch,25,1,241.3280458538793,254.04396927915514,#98c9a8,#ab3edb,G6CBhNK6g3
Cluster5,Virginia Stokes,69,1,224.08750116592273,237.04108744859695,#0baacc,#bbfc2d,havPZ4O9tF
Cluster1,Melvin Jacobi DDS,89,1,142.0898362644948,179.40592835657299,#cb429d,#82a38d,vBT0UwgOrJ
Cluster2,Alexandra Kertzmann,84,1,187.78602426173165,186.8372657801956,#712314,#8c9ca6,jjuf0EmMlb
Cluster3,Terri Blanda,39,1,120.22807695902884,113.3435235824436,#a0b8cc,#effafe,jcbKwr8fYd
Cluster4,Jimmy Heaney Jr.,50,1,162.51186036970466,134.6138265915215,#69174b,#d4eacd,fvSKOikhTF
Cluster5,Ruben Hilll DVM,48,1,145.47779461136088,202.94276108033955,#1cfa03,#5f8ddf,Lyoz4o2d4t
Cluster1,Alfredo Littel,55,1,103.52869940688834,188.17945062182844,#9474fb,#f29cab,xqihumLTRb
Cluster2,Mr. Fredrick Watsica,84,1,103.77132284920663,115.19367112778127,#1df9a5,#1f15fc,lmphnznyFS
Cluster3,Faith Krajcik,10,1,122.81757531454787,174.3721027392894,#103ed1,#b83f6d,k20FP4tty3
Cluster4,Iris Marks-Hudson,95,1,227.46566721471027,214.4741295836866,#ec6db1,#ca7ac1,qVfp5yXZCk
Cluster5,Opal Ward,4,1,213.0642083240673,247.7277991361916,#0cd79f,#70d6ae,dhk15J4gOU
Cluster1,Gary Konopelski,50,1,182.75857026455924,165.23509356193244,#8fecdc,#cbbd6c,I14bPIE56P
Cluster2,Mr. Pablo Stokes,41,1,189.50121111702174,295.48300481401384,#d79dbe,#be764b,cGqn0Uk2uW
Cluster3,Marian Batz,30,1,168.2880423613824,179.90895994007587,#f9ecbe,#e4e42c,KnZ603jn8E
Cluster4,Megan Walsh,31,1,121.76380314631388,201.10510950908065,#fd0c6d,#4e9c63,LnSkl7LDRH
Cluster5,Lionel Gutmann,81,1,172.722169267945,220.63837475143373,#779ffb,#dec4da,rE3itffGoS
Cluster1,Miguel Baumbach,28,1,175.86163593223318,130.04869814030826,#5f88ae,#eab9ae,POzObGj057
Cluster2,Pam Schulist,11,1,243.4604881796986,199.95329738594592,#924dbf,#cb7ebc,d6KJFHDml9
Cluster3,Miss Melanie Buckridge,21,1,120.48168963519856,216.1872276570648,#7a8d9a,#18bbeb,uHTrPoJGMt
Cluster4,Jeanette Konopelski,28,1,160.33147177658975,197.51927331089973,#a40c6a,#658e2b,dwCnlSvojf
Cluster5,Abraham Goyette,7,1,188.3400032063946,194.61960261687636,#5fde96,#b42ae5,oGqBV2hpHR
Cluster1,Jerald Feil IV,93,1,227.2270559798926,150.52639241330326,#baadcf,#8baad5,4cPCp1b46d
Cluster2,Mr. Norman Fritsch,24,1,139.85035232035443,272.7130420971662,#193583,#5794bd,AE2kPj7OeU
Cluster3,Kristopher Lehner,70,1,197.0257798442617,129.62345364503562,#59824d,#6de8f0,or7XuUqY8m
Cluster4,Ms. Ruth Oberbrunner,95,1,112.80776506755501,238.92884734086692,#bc2bdf,#051edb,Ko5LhCLbwe
Cluster5,Lee Lehner,4,1,103.87928001582623,278.4246840979904,#f16ddd,#096193,OcKX1qPJF8
Cluster1,Roman Gleason-Morissette,67,1,182.71800188813359,136.15453243255615,#2dbdce,#35c1d1,UX7JvPN15j
Cluster2,Tiffany Feil,7,1,106.30837717326358,199.76145066320896,#6dec77,#9d311e,9XPnt2HcrM
Cluster3,Ms. Deanna Hodkiewicz,80,1,167.80027074273676,281.3966860063374,#ef22a4,#730cd4,BQww8GkEh1
Cluster4,Aubrey Stehr,13,1,220.62437607673928,259.9777206312865,#6a2cae,#abb41a,X9WCXy6vmj
Cluster5,Owen Mraz,89,1,129.4391688075848,267.8104175720364,#fe0dc8,#257482,OLy29eMgB8
Cluster1,Brad Conroy,79,1,158.43018707819283,184.36894482001662,#8d7b3f,#083342,CPb08afsKd
Cluster2,Mrs. Christine Bahringer,9,1,108.68831886909902,182.7331215608865,#beddc9,#21780f,DaCDFh1PYl
Cluster3,Cary Kulas,31,1,122.76643725344911,248.8586951047182,#2dc5a3,#ed614c,k4W7KyCq1f
Cluster4,Stella Von,40,1,178.17269678926095,149.71851515583694,#f4d72d,#77ae6b,pPbXTVZgIe
Cluster5,Phil Upton,68,1,185.39629274746403,109.2901420313865,#eacf9c,#e35aa4,DsSrRE4Y4U
Cluster1,Hector Swaniawski,99,1,206.1208281549625,160.60508554801345,#cd0f0e,#ae44dd,pIMwzR2VuP
Cluster2,Noah Paucek,66,1,191.65686083724722,145.68423684686422,#1b84e9,#67509b,HMQwDlHWB7
Cluster3,Cecelia Ullrich,82,1,114.32357864687219,184.79023966938257,#2c1b05,#4957ea,A7mMapwPWh
Cluster4,Dallas Mohr,81,1,136.7517150589265,165.6848469749093,#fc29dd,#2a243f,ChY245FfL8
Cluster5,Ray Heidenreich,83,1,188.98131602909416,174.92225095629692,#ac2f9b,#e75eb1,ehSqRDYRt6
Cluster1,Esther Ernser,43,1,214.66040327213705,279.74407435394824,#620cee,#1fffce,9rpmkCgvTl
Cluster2,Bruce Kreiger,26,1,183.59768926165998,256.5036581363529,#bc5ed8,#cdebf3,8J6DFfxnon
Cluster3,Dr. Sheila Hoppe,10,1,167.492681753356,125.92962048947811,#a6bd08,#053d0f,vuNecpsiab
Cluster4,Elvira Stiedemann,22,1,155.21846970077604,179.9597965553403,#f1bb9a,#1fcca1,Wz78iq4mYn
Cluster5,Loren Altenwerth,51,1,196.56163160689175,285.14534910209477,#bed59c,#c43a0c,p2CVTt1pB2
Cluster1,Angie Keeling,21,1,226.61397379124537,210.1945674046874,#1f6cab,#425cfa,leq3YN08B1
Cluster2,Marguerite Howe,6,1,118.3697157423012,130.0111984834075,#be2f26,#aea405,8IsSiKAvgA
Cluster3,Ronald Nienow,16,1,236.23278309823945,280.87124321609735,#9befca,#ecd67d,HSMnC7vP3e
Cluster4,Ms. Stephanie Hahn,100,1,164.08031069440767,101.49786942638457,#ff4bb5,#55a39d,M5YhmAZpeL
Cluster5,Lamar Boyle,69,1,246.31958454847336,104.00950121693313,#bca7a6,#04db89,mPyGmCllvz
Cluster1,Julio Conroy,18,1,188.8962432392873,241.2748830858618,#d855ff,#7fce8c,wvBUrNluyV
Cluster2,Georgia Balistreri,47,1,229.69414865365252,172.63765968382359,#e19ae1,#9fdd4b,zf4dyGre3j
Cluster3,Tyler Adams V,39,1,188.6288613663055,248.43859765678644,#d84c33,#b44fdb,eBmmETbkGS
Cluster4,Katie Effertz,68,1,165.65186714287847,228.01913116127253,#efbfdb,#a99db0,wzREphsZWo
Cluster5,Miss Eula Corwin,51,1,109.71461990848184,255.7172313798219,#8a4344,#eee24c,mHQMVsB2EV
Cluster1,Richard Franecki,56,1,135.12573529733345,245.03344004042447,#cc2f7f,#03b336,rTMmXaeE6v
Cluster2,Kenny Cruickshank,23,1,127.50136014074087,258.1636589486152,#3b1b8a,#1ffffd,FdZbi6kISi
Cluster3,Don Franey,44,1,113.94034748664126,165.50179510377347,#26cd4d,#6fead3,s5pr2tMvFd
Cluster4,Erica Donnelly,63,1,140.56705749826506,105.94522003084421,#6bbf93,#1acb1c,SSCIkbfzzw
Cluster5,Derrick Cummerata,12,1,117.49695615144446,279.1806316934526,#4aabe5,#f9c2f5,b0ho4e3CoE
Cluster1,Cecilia Dare,35,1,120.65228217979893,260.69300984963775,#cf08f9,#46a3ec,DTAg9I1yPZ
Cluster2,Mrs. Marlene Reilly,95,1,102.48962235637009,257.8532218467444,#ff7d8e,#0eebbc,PNUYkH8baP
Cluster3,Anne Reilly-Mueller,71,1,192.35960595542565,227.26111141964793,#08cd3d,#8a2aac,RjAy8eweXA
Cluster4,Harold Moore Jr.,98,1,246.75975502468646,268.5945515986532,#37db9c,#c9e0d2,oIxakP0cKY
Cluster5,Laverne Schowalter,58,1,224.83638076810166,245.78849906101823,#be446a,#505ad3,mqvdXT2kbe
Cluster1,Eula Nikolaus,25,1,124.07567509217188,194.31990780867636,#4baaeb,#8eda7c,mncGVR7gmW
Cluster2,Jane Conn,15,1,100.59896213933825,291.5411516558379,#d751d8,#1aca9a,94CMI3hWU1
Cluster3,Brandon Feest,47,1,181.2759049120359,103.15971784293652,#03d6ea,#cc71aa,Khio4pqL21
Cluster4,Bernadette Walsh-Heidenreich,17,1,111.99504246469587,247.73127976804972,#fde0f6,#accd98,s3PT5xrpEf
Cluster5,Kari Kuphal,66,1,110.4495381237939,193.4181512799114,#71eda8,#44f0c8,3g28Xc1ku6
Cluster1,Dr. Benny Reichel,23,1,122.45568884536624,268.8254667446017,#0cfd2b,#6aacdf,YEH64vTVsH
Cluster2,Kristen Cole,24,1,182.71106163738295,177.06664274446666,#7b0b0f,#b5b9f1,Ayba5QnlqD
Cluster3,Carlos Medhurst,43,1,101.96916344575584,255.81586281768978,#acca7d,#dddd41,WYnkfz4E5U
Cluster4,Donnie Koch,62,1,123.21329669794068,275.4301829263568,#aed9b6,#c8cde2,72X2OV4yl1
Cluster5,Mabel Toy,26,1,213.130638434086,194.01765363290906,#ac30f6,#637fb2,CIvu3uR2XF
Cluster1,Jeffrey Mitchell,88,1,125.96717898268253,160.73763533495367,#8fdd7b,#d5d64e,keDPd63dZH
Cluster2,Christine Cole,71,1,204.24556664656848,128.40576600283384,#ea63cf,#21a17f,EZSaNb98Sf
Cluster3,Zachary Bernier,57,1,162.339700688608,229.4283795170486,#f18b6d,#a8d4fa,22l1Sxlass
Cluster4,Jose Daugherty,51,1,135.18077614717185,272.0141714438796,#cf5645,#ecaf2c,XMSNwLaQMN
Cluster5,Wendell Huels,65,1,104.86735762096941,221.23290318995714,#f002fe,#9eebfb,QpkyAu0PJ7
Cluster1,Cassandra Miller,37,1,235.66478084539995,169.90928882732987,#cb0e6e,#c076be,O3PqZtQdnk
Cluster2,Christy Morar,51,1,226.60367309581488,185.5012477375567,#eecc60,#bcc7fa,uZi7CC7wg0
Cluster3,Miss Tanya Turner,90,1,109.7714752657339,242.1700343489647,#ebb906,#cee37e,7M0IINCEt4
Cluster4,Arnold Sipes,85,1,231.1745066777803,116.68011751025915,#1986dd,#e7f8fa,Bz2pFJdoQ9
Cluster5,Thelma Padberg,87,1,107.13773677125573,257.0345580112189,#fcb5ea,#1eeb6b,BI7LVp8JQf
Cluster1,Paulette Thiel,79,1,198.72971071163192,177.10318639874458,#d3be3d,#ffa422,khUGiNBaYV
Cluster2,Myrtle Hammes,13,1,169.01356788584962,268.5648059938103,#cded80,#b0d3cf,Q9SpiAjuXq
Cluster3,Salvatore Boehm,78,1,105.90288591338322,236.2952726893127,#7c78cc,#a83b8c,DhWk5Bg4Lj
Cluster4,Gregory Schuster,60,1,232.26558676688,152.5529745966196,#fcb6aa,#7afba7,j05jNChrhp
Cluster5,Margie Quigley,50,1,157.55986152216792,156.39872928149998,#dba11f,#ee7dc3,0CZMhphza1
Cluster1,Raul Flatley PhD,84,1,144.53323727939278,121.46240854635835,#aae25d,#fcf97d,YeuDXdOKml
Cluster2,Esther Langosh,67,1,109.27384719252586,274.13074537180364,#bf7ddb,#fd4b31,SQa7ALBP8y
Cluster3,Phillip Rempel,32,1,179.5421417336911,248.53888358920813,#aa0dc9,#efbf5b,b6dD3LgqEr
Cluster4,Tara Rau,83,1,151.95309214759618,259.23714810051024,#acc6aa,#cae69b,hCZFTC7Rse
Cluster5,Blanca Collins,83,1,192.52654968295246,264.4016235601157,#b394d1,#1210cb,YKiIzSvc1c
Cluster1,Grady Ryan,40,1,182.04216554295272,203.05585581809282,#2b8ffa,#bacf54,7nzseK26d0
Cluster2,Sophia Schneider III,34,1,132.49506087740883,271.204799041152,#eabfea,#cac9f0,PhtYLH9wJU
Cluster3,Heather Torphy,14,1,135.3977443650365,124.39942839555442,#7a69ae,#5f49d2,FDnhz0Sex8
Cluster4,Leslie Corwin,18,1,219.2942741094157,228.56292049400508,#0ffef9,#a00e1c,RIcGjDZim5
Cluster5,Lori Graham,13,1,101.70804571826011,110.94056931324303,#4aebd6,#4efde2,8oOyq7dDeZ
Cluster1,Frank Becker,26,1,174.84085951000452,262.6369076780975,#0ac6d9,#fbb50e,jZ6okWJmg8
Cluster2,Keith Rau V,62,1,235.26409486075863,175.56097069755197,#4c9bde,#ccfe69,NU0cziq7uM
Cluster3,Leslie Willms,82,1,122.01740988530219,204.52241813763976,#f3c97b,#fdbdc6,v81mA9jaO4
Cluster4,Tami MacGyver Sr.,36,1,183.23887130245566,225.7438982836902,#e705ca,#fb73db,LdgpOwfkH6
Cluster5,Christina Auer-Wuckert,92,1,218.10774646000937,218.11597673222423,#c4aadf,#e132bb,zKutBBe2CP
Cluster1,Philip Walsh MD,62,1,246.58539432566613,266.35797950439155,#bfbf68,#29dab8,JMQTKwpKki
Cluster2,Cora Aufderhar Jr.,13,1,245.87169252336025,156.80490881204605,#0ff8c1,#9d40f6,PHPLX0emJ6
Cluster3,Trevor Ernser,44,1,230.48994798446074,148.26354822143912,#3d84ec,#e09f2c,PzaLIR1VCu
Cluster4,Luke Littel,34,1,221.2811799836345,296.1358733475208,#a22e8e,#e8edbe,1Uw7hMLCM0
Cluster5,Ted Weber MD,32,1,160.15081466175616,121.06416770257056,#1ef1dc,#c4b92c,SQHuwHvdF0
Cluster1,Glen Abernathy,92,1,239.0674125519581,231.84373900294304,#d5cc1c,#04a75a,nUYvXzuauA
Cluster2,Gail Rath,87,1,142.72429960547015,193.08655271306634,#ea464f,#30168c,jYlcha74S7
Cluster3,Kate Bruen,73,1,156.59864739282057,264.5900312811136,#9b835d,#db1e36,Y9jsHseATU
Cluster4,Albert Reilly,77,1,248.23371384991333,241.2971963174641,#d21f46,#7f1af1,Cxu0vexrNW
Cluster5,Jamie Herman,21,1,185.05648295395076,165.2653988916427,#8ab09f,#7106df,YbVVZLONQH
Cluster1,Don Kunze,100,1,197.90877810446545,155.56192030198872,#91999d,#40e583,kwrVVUEzY9
Cluster2,Brent Jacobson,15,1,158.2480785320513,209.37658762559295,#b9ccda,#e459eb,Ecxn3ibjFQ
Cluster3,Tim Ferry,7,1,218.44567238586023,207.837903406471,#0898bd,#c591e6,EcHFCO5QdY
Cluster4,Archie Cummings,55,1,135.83350575063378,105.29478951357305,#0df18d,#f0bce0,PTxWZl89P7
Cluster5,Dr. Lewis O'Reilly,40,1,143.03706909995526,159.68595673330128,#46f451,#c00a7a,Tnu2nLRQYn
Cluster1,Amelia Gislason,56,1,125.95709251472726,240.4853123240173,#62acbb,#aec273,rhjVU0yOGf
Cluster2,Pat Franecki,24,1,160.72097204159945,297.5557274185121,#a13d25,#cafe13,riC1H9VhHR
Cluster3,Inez Lakin,42,1,140.53774032508954,102.1961432415992,#6ca078,#fbc365,Hy3Wo4pgjU
Cluster4,Glen Yost,83,1,233.20645773783326,113.52940127253532,#bd49e3,#18dbfc,aVWBw6nypW
Cluster5,Ms. Maryann Breitenberg DVM,48,1,207.8180090058595,158.97738579660654,#f5128c,#899d5b,q3NeO5pNu7
Cluster1,Linda Jacobson,52,1,112.7099983394146,118.43981295824051,#9ae975,#24ccc1,uuKKxiZ3x5
Cluster2,Brett O'Hara,62,1,235.0426465156488,103.35477525368333,#ffc93b,#63e58a,cYtqTCRF5l
Cluster3,Santiago Welch,60,1,168.5322641278617,235.37068064324558,#fad806,#ade53c,5moNHL8wXE
Cluster4,Florence Flatley,95,1,185.75014013331383,215.28214532881975,#d9db66,#7dba57,n8BAvlO1dB
Cluster5,Lyle Dietrich,81,1,212.98198133008555,244.04751528054476,#9c47ce,#6cfec0,L86HJo0JM3
Cluster1,Priscilla Cole,48,1,157.20409485511482,108.45451923087239,#3832b5,#ccab96,yUSmJiajIz
Cluster2,Lee Davis I,56,1,146.23200237983838,111.11758607439697,#819503,#f7d9fd,wOm6JxNqY8
Cluster3,Jaime O'Hara,42,1,185.75137932784855,106.9683666806668,#ed1ebe,#ecc03f,hf0jcbjCOq
Cluster4,Mary Kshlerin,39,1,227.78780275257304,262.5451891683042,#a7f456,#af8fbf,4tFCInvFn3
Cluster5,Garry Orn,89,1,159.0442240005359,230.6589235085994,#2c5cb2,#d2da54,YlBiZFzmhW
Cluster1,Lisa Champlin,34,1,223.63189028110355,202.0474894437939,#7f4c4c,#8c08ea,mVk5htIhpR
Cluster2,Frank Senger,32,1,143.3354451903142,234.16996547020972,#dfb46c,#deed9b,ue6fledF6D
Cluster3,Felipe DuBuque,11,1,148.52064402075484,281.5887723118067,#01fe03,#fe5b01,3F9g4UuGL4
Cluster4,Micheal Reilly,5,1,115.98188458010554,142.14854799211025,#7afdef,#70f2d0,X0GUWXb8LH
Cluster5,Melba Becker DDS,70,1,197.4642456159927,207.24715939722955,#be58ca,#2f6199,ivLZvZKqSf
Cluster1,Miss Alexandra King,51,1,118.79797553410754,190.40478062815964,#3c4cce,#ce5cef,LyWF7oOndj
Cluster2,Philip Weimann,61,1,238.4957335772924,213.0384081043303,#ceb85c,#6b3af8,mk4NhhiKrn
Cluster3,Ross Bednar,27,1,219.1463208058849,258.65699271671474,#839cbb,#c395fe,s08lcY984w
Cluster4,Dr. Hubert O'Hara,75,1,126.43175047123805,198.744087619707,#2c0e4d,#a028da,LIZFrgGeZ9
Cluster5,Anne Cummerata,60,1,194.28120094817132,250.9312832262367,#50c00c,#b1870b,7MzObpmWW2
Cluster1,Monique Ratke,76,1,238.65390812279657,196.9945498276502,#dc39a4,#aa6d7c,9uCecb3FEm
Cluster2,Luis Pacocha,11,1,153.81859167246148,125.50904070958495,#3c5daa,#b2e2e8,wXcUx3l7AR
Cluster3,Karen Hills,94,1,196.52291185921058,297.3170021083206,#2dfafd,#acabb2,RkTLO4NJ7V
Cluster4,Fredrick O'Keefe,53,1,182.3131341021508,224.77572145871818,#fbbdbc,#c4efc7,1zeAxEe2At
Cluster5,Bryant Mante,77,1,182.88512991275638,251.41656124033034,#df83ce,#bbadda,yyoP6f8YMO
Cluster1,Francisco Jaskolski,55,1,249.7345355222933,150.75886631384492,#abcb0a,#2f6979,UElrXuhhbI
Cluster2,Shaun Bins,56,1,148.91429671552032,108.70081488974392,#ef1bcc,#d11cfe,qX9GTa12An
Cluster3,Lois White,46,1,195.6389030558057,248.44481530599296,#abe02b,#8d4ca1,b4LN2lk0cn
Cluster4,Rogelio Lueilwitz,12,1,194.08603095216677,176.48260756395757,#d38ad4,#0c0b86,s6EBIxfTYa
Cluster5,Michelle Fisher,34,1,237.9246120690368,275.2255368977785,#c749c9,#75fdae,7YBqr9SSzC
Cluster1,Geraldine Ryan III,59,1,153.9323276025243,207.16929058544338,#a7ee77,#3da186,iG02Ji3K46
Cluster2,Mr. Francis Nikolaus,83,1,197.48725020326674,288.31113018095493,#033cee,#ba6378,OUmBDMhSXw
Cluster3,Muriel Murazik,28,1,125.9110982180573,171.3666848372668,#0e1b93,#12ba0b,AOm9gMPhWu
Cluster4,Blake Yost,49,1,131.46585784852505,251.48354824632406,#c67d36,#42eebb,TNAXwxYQCy
Cluster5,Janis Mertz,29,1,244.89762170705944,200.13834415003657,#57d754,#5ad42d,NTufHPCink
Cluster1,Jon Batz III,72,1,206.02084898855537,198.04827854968607,#7a0988,#188cfa,nL1B7ivs1M
Cluster2,Eugene Dietrich,78,1,125.89891131501645,100.59516788460314,#7b6bea,#e7087e,Q2dZwu4SkJ
Cluster3,Joanne O'Hara,22,1,177.62147465255111,117.08827442489564,#fec5bb,#1df43b,aCm8porPkd
Cluster4,Erika Reynolds Jr.,71,1,218.64099433878437,134.71459485590458,#efdf5f,#852004,d4Gcp1ouKT
Cluster5,Maureen Bosco,41,1,185.0956431706436,287.3926370870322,#684efd,#9ebab4,AmxYWfUWov
Cluster1,Mary Crist,53,1,194.6916443761438,213.30107753165066,#17dfee,#e71b67,gtB2AXTUIo
Cluster2,Leah Murazik-Reichel,70,1,201.2319639674388,136.67342700064182,#a6ea07,#825ca5,s8rSx0A9E9
Cluster3,Leon Vandervort,5,1,217.79961512656882,112.1587447822094,#ffdfdb,#433e2b,zRgdUgtrVS
Cluster4,Saul Feeney,6,1,191.45148961106315,267.8294268902391,#1c54ee,#a10f74,UA4Vd2qde1
Cluster5,Winston Beier,61,1,248.0328810052015,110.67858939059079,#627ccb,#dde9c1,i9XwHkz2el
Cluster1,Dr. Tyrone Blick,36,1,231.0446686577052,249.70136089250445,#c3084a,#2adbb9,SD3EjLQiw5
Cluster2,Clarence Hyatt,20,1,208.77357051940635,250.97773307934403,#19a4a2,#4c1ed4,9K3FzlEUA0
Cluster3,Dexter O'Conner,61,1,188.49303405731916,225.6611097138375,#0bbe6a,#2c5eda,YnVeA8DlVm
Cluster4,Ronald Heaney,16,1,135.57719298405573,144.19452510774136,#4022d4,#b5eed3,zGZUKjtxVJ
Cluster5,Lela Gottlieb,8,1,115.25971188675612,117.40128230303526,#cf0707,#edcbd0,nfxQbgLQO8
Cluster1,Donald Blick,52,1,175.053938140627,232.68149769864976,#3a5061,#d627bd,YWyyNaImBQ
Cluster2,Janie Konopelski,46,1,169.1821418236941,270.30779821798205,#ac2cf8,#fc9a03,2hhxY0mRla
Cluster3,Lynne Koepp,84,1,138.1992376409471,188.8313472736627,#085b2b,#83cdbb,IQiNOtYT1p
Cluster4,Erin Swaniawski,40,1,127.18474831199273,141.60482669249177,#a312eb,#ffbc80,hridX7rfuA
Cluster5,Rosa Kuphal,44,1,220.00662628561258,212.7732046879828,#023fb3,#500ec0,4sOO8u3Pdc
Cluster1,Benjamin Stark,23,1,158.38525606086478,251.5203797724098,#e95c3c,#4b427f,5ND8LoMjaD
Cluster2,Eloise Brekke I,100,1,169.07189541961998,293.29705382697284,#cb0d98,#d0bb18,7ANxNAPr67
Cluster3,Boyd Morissette,34,1,136.66807948611677,121.42017614096403,#e6924a,#c173dc,fo07JI9cl0
Cluster4,Arlene Breitenberg,19,1,189.11945573054254,112.48178365640342,#3b1d30,#be86a8,igAlX3CraJ
Cluster5,Ms. Kerry Ratke,69,1,120.67467478336766,287.3137816321105,#ab8e9a,#fbab85,Ldmmlcul9t
Cluster1,Dwayne Jaskolski,81,1,184.17908300179988,255.08118849247694,#d019fc,#0d1b68,h04FtZmHPl
Cluster2,Willard Dach,21,1,166.7967436136678,263.4049726650119,#5d96bd,#faa17a,UQNhPkKM4k
Cluster3,Jonathon Gutmann,12,1,119.46508369874209,141.21258608065546,#c6a1e2,#210add,yKJbkrbK4C
Cluster4,Christina Borer,65,1,118.48484656075016,216.53446685522795,#6dcfe9,#ffc1fe,SwMQRh0lCq
Cluster5,Brandi Schaden,1,1,107.1031678467989,138.80172767676413,#a04ddd,#a66739,F5I0jDAE3x
Cluster1,Mrs. Ernestine Bashirian-Hodkiewicz,35,1,124.7256273869425,228.02997957915068,#be9448,#bccfb7,EAOzQqZX85
Cluster2,Stuart Harvey,73,1,236.85545593034476,242.89843393489718,#3dbc2b,#05fd72,sACv1oulG3
Cluster3,Darla Toy,92,1,132.4384086416103,194.91175031289458,#fad7ac,#c95ad4,OFdEuF2wnD
Cluster4,Gary Heidenreich,90,1,163.01518178079277,121.51666316203773,#ae796d,#d3fe9b,8XLQaRsApx
Cluster5,Maggie Hyatt,21,1,193.0624652770348,185.73026778176427,#2b15e4,#cde4ff,3LIxNmPmth
Cluster1,Louise Hansen III,76,1,121.95193318184465,147.80717226676643,#c5abaf,#ec91ef,Osy7uRhgve
Cluster2,Bernard Wisoky,21,1,207.47116463026032,237.30288315564394,#3bf52d,#e6db4b,GBvUsytmwd
Cluster3,Deborah Gerhold,30,1,207.00266915373504,205.24080311879516,#0c3b2b,#99396a,M4SFoZhncv
Cluster4,Bernice Kuphal,84,1,111.88882744172588,141.3018980063498,#4e560d,#6dbfdf,TXvXvLIR2a
Cluster5,Latoya Langosh,97,1,177.55346368066967,200.58601973578334,#cecaf2,#acceb2,8KicDVNqBU
Cluster1,Vernon Jacobs,97,1,114.70942279556766,264.1746582929045,#d7c41a,#bf27ed,oIHIKc87FY
Cluster2,Dr. Ernest Thompson,89,1,216.65024801623076,229.39628730528057,#ac9ce9,#4c066a,64eUfORELR
Cluster3,Rex Smith,5,1,214.52071662060916,157.78619260527194,#bef3c1,#33bccd,9OIjFc7md8
Cluster4,Freddie Treutel,88,1,232.87286529084668,150.66094920039177,#9b931f,#fda6ab,3QXvHlEK2j
Cluster5,Johnny Donnelly,63,1,198.91328200465068,274.49131524190307,#c80cc9,#a1b5bc,fPS9KHJGio
Cluster1,Alton Hegmann V,1,1,243.06481244275346,281.5816951915622,#3248e8,#ba5bbf,jYMb61QpS1
Cluster2,Conrad Luettgen,42,1,245.6926234648563,224.9346744734794,#cabd56,#cdd2de,hVKBhVroi9
Cluster3,Herman Nader,91,1,113.3333389647305,252.92309769429266,#b8a055,#92da82,hhMsXcCG8d
Cluster4,Glenda Cruickshank,41,1,192.6142614800483,158.29515727236867,#d5bf56,#5aeceb,MBILoIFNCM
Cluster5,Lynn Nikolaus,27,1,186.0930753289722,149.7844924684614,#2a2cc7,#9082bf,wLIEtU4XmQ
Cluster1,Kelli Wolff V,67,1,241.55593048781157,139.08029701560736,#edb375,#4ea9f1,cewtUaMbDc
Cluster2,Leland Hansen,69,1,108.41724117053673,242.54735885187984,#f5def4,#61bd63,9YiZcXp2oK
Cluster3,Robyn Armstrong,64,1,230.1807614741847,132.73433041758835,#f5cade,#7ebaf4,UhoOQuWsbk
Cluster4,Clinton Schoen,38,1,178.62835587002337,241.8112564831972,#edb3b5,#8eb2ca,Kql478Htxr
Cluster5,Erin Gutmann,7,1,106.61806705174968,228.1029115896672,#caccb0,#d7d4c1,0pXQr4mBsy
Cluster1,Antonia Smitham,34,1,213.65366119425744,215.78835593536496,#398eb0,#2012c8,ZOo8VDiBA2
Cluster2,Fredrick Douglas,33,1,130.11745853582397,297.09715945646167,#cedee1,#34e0e3,oO5ILMvjue
Cluster3,Ms. Lora Harris,1,1,114.95747313601896,262.0214596390724,#b136d3,#dd5fc9,ZBpt9s4TRc
Cluster4,Viola Mueller,58,1,168.67043267702684,264.2702062148601,#cf2d21,#fe8235,kFYlIsae07
Cluster5,Preston Cartwright,35,1,224.3518146686256,102.35901833511889,#29d1ea,#7cb607,iI95LrOGIz
Cluster1,Simon Stracke,81,1,159.0827755862847,289.61761901155114,#26903b,#9c6a10,dNQBoNsC4J
Cluster2,Gail Beier,22,1,150.6787505117245,295.5349762458354,#adac3c,#df7e2a,g9ScZMf4H8
Cluster3,Bessie Paucek,62,1,215.99253753665835,116.13793326541781,#eb44eb,#4c238e,1Qy3zRgygG
Cluster4,Sherri Kassulke,3,1,220.17035817261785,130.52670084871352,#8cfbcb,#f1ecd9,G8zSUuq9kZ
Cluster5,Terrence Leffler,11,1,154.7657033195719,192.63726146891713,#8cdefe,#d7b7cc,D3qWV8QeBR
Cluster1,Pearl Hettinger,96,1,174.14888653438538,114.16693865321577,#ec3c4d,#ccdc5e,TsPNtZ2S7e
Cluster2,Dr. Boyd Aufderhar-Lehner,53,1,133.8406131020747,184.73321665078402,#449da2,#8efe5e,JxWHekI4Oa
